us,state,county,time zone,egrid,egrid_agg,egrid with wecc detail,nerc,census division,census region,PADD,electricity interconnection,o&g producing region,IECC Climate Zone,IECC Climate Zone by state,electric utility territory,north america,CA building climate zone,CA forecast climate zone,gas utility territory,VISION Region,SqMi,pop_x_transit_share,Urban Utility-scale PV (GWh),Rural Utility-scale PV (GWh),Sum Utility-scale PV (GWh),Rooftop PV (GWh),CSP (GWh),Onshore Wind (GWh),Offshore Wind (GWh),Biopower-Solid (GWh),Biopower-Solid (BDT),Biopower-Gaseous (GWh),Biopower-Gaseous (Tonnes-CH4),Geothermal Hydrothermal (GWh),EGS Geothermal (GWh),Hydropower (GWh),Hydropower (Count of Sites),CDD_res_sq_ft,HDD_res_sq_ft,CDD_com_sq_ft,HDD_com_sq_ft,SEDS Industrial Data (Allocation),Rail Fuel Use,Aviation Fuel Use,Marine Fuel Use,BUSES VMT Share,HDV VMT Share,LDV VMT Share,MDV VMT Share,BOM VOS,Bulk Chemicals VOS,Computer and Electronic Products VOS,Electrical Equipment VOS,Fabricated Metal Products VOS,Food and Kindred Products VOS,Glass and Cement VOS,Iron and Steel and Aluminum Manufacturing VOS,Machinery VOS,Paper and Allied Products VOS,Plastic and Rubber Products VOS,Transportation Equipment VOS,Wood Products VOS,Military Fuel Sales - Diesel Fule,Steel Production Facility GHGs,Domestic Shipping Ton-Miles Allocation,2015 Capacity Biomass Power Plants,2015 Capacity Bulk Electricity Storage,2015 Capacity Coal Power Plants,2015 Capacity Combined Heat and Power,2015 Capacity Combined-Cycle Gas Turbines,2015 Capacity Combustion Turbines,2015 Capacity Dispatchable Hydroelectric Power Plants,2015 Capacity Fossil Steam Turbines,2015 Capacity Fuel Cell Power Plants,2015 Capacity Geothermal Power Plants,2015 Capacity Nuclear Power Plants,2015 Capacity Onshore Wind,2015 Capacity Run of River Hydroelectric Power Plants,2015 Capacity Solar Thermal Power Plants,2015 Capacity Transmission-Sited Solar PV,Households 2010 (complete count),Employment in construction (NAICS 23) 2007,Employment in manufacturing (NAICS 31-33) 2007,Employment in mining (NAICS 21) 2006,"Employment in farming (NAICS, no code) 2007",Cropland - harvested cropland (NAICS) 2007 (acres) (adjusted),"Farm earnings (NAICS, no code) 2007","Earnings in agriculture, forestry, fishing, and hunting (NAICS 11) 2007",Earnings in mining (NAICS 21) 2007,Earnings in utilities (NAICS 22) 2007,Earnings in construction (NAICS 23) 2007,Earnings in manufacturing (NAICS 31-33) 2007,Earnings in wholesale trade (NAICS 42) 2007,Earnings in retail trade (NAICS 44-45) 2007,Earnings in transportation and warehousing (NAICS 48-49) 2007,"Employment in all industries (NAICS, no code) 2007",Employment in utilities (NAICS 22) 2007,Employment in transportation and warehousing (NAICS 48-49) 2007,Total housing units 2010 (complete count),Vacant housing units 2010 (complete count),Owner-occupied housing units 2010 (complete count),Renter-occupied housing units 2010 (complete count),Resident population (April 1 - complete count) 2010,"Public supply water use: population served, total 2005",Irrigation water use: total withdrawals 2005,Thermoelectric power water use: total self-supplied withdrawals 2005
us,alabama,"colbert, alabama",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,621.9697629,0,399.5762482,44667.33894,45066.91519,180.8024993,0,3.410144579,0,134.8754356,122619.0265,18.47262063,3930.547101,0,6452.644242,49.4410714,29.34170335,62754824808,1.27211E+11,20825615108,42215780024,7669.541016,0.001953162,4.36E-07,0.00143557,0.030771818,0.026736249,0.026039867,0.026420156,906727.6711,2336255.378,454186.8661,261605.0588,719185.3203,774823.7288,194654.3877,1056604.704,643169.6134,475021.29,585930.9097,2071478.854,561384.2689,12777.98917,21195.21689,4.42E-07,0,0,1184,0,0,363.2,0,0,0,0,0,0,0,0,0,22773,2466,3883,117,669,45278,14818,2315,6836,0,82129,231257,62466,102323,0,29413,0,0,25758,2985,16573,6200,54428,50.7,2.34,1294.14
us,alabama,"conecuh, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,869.0411123,0,95.90443466,62410.99846,62506.9029,49.10574677,0,4.764790854,0,188.4533711,171328.2245,25.81068685,5491.918142,0,9015.893478,69.08104902,40.9974054,19845616503,19634297438,5397014007,5339545803,623.6930703,7.57E+11,168995270.7,5.56E+11,0.007600732,0.006603935,0.006431926,0.006525858,223964.4821,189986.1135,36934.83096,21273.92786,58484.71239,63009.27126,15829.44695,85923.92039,52303.05569,38629.1026,47648.35956,168454.2795,45652.20755,3156.202042,1723.611605,171240539.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,253,541,0,405,12360,602,0,0,1198,3649,18806,17931,8303,38747,5858,19,877,7093,1468,4238,1387,13228,7.56,0.06,0
us,alabama,"coosa, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,650.6217342,0,79.30320246,46725.007,46804.3102,43.31604636,0,3.567238011,0,141.0886751,128267.6561,19.32358965,4111.613657,0,6749.89499,51.71864861,30.69337299,13969543613,22425004606,1945590945,3123214839,3.32E-12,0.001953162,4.36E-07,0.00143557,0.006477851,0.005628313,0.005481716,0.005561772,190877.4626,1.01E-09,1.96E-10,1.13E-10,3.11E-10,3.35E-10,8.42E-11,4.57E-10,2.78E-10,2.05E-10,2.53E-10,8.96E-10,2.43E-10,2689.925793,9.17E-12,4.42E-07,0,0,0,0,0,0,165.9,0,0,0,0,0,0,0,0,4794,145,0,0,223,4423,1716,2013,0,0,2168,0,1082,0,0,2617,0,0,6478,1684,3846,948,11539,6.44,0.03,0
us,alabama,"covington, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,1036.800746,0,280.4315492,74458.81311,74739.24466,132.3507615,0,5.684585737,0,224.8323963,204401.4127,30.79317998,6552.077625,0,10756.32091,82.41644975,48.91154159,56657824855,56054523942,17866898708,17676649324,4113.900186,0.001953162,4.36E-07,0.00143557,0.020986128,0.018233904,0.017758976,0.01801833,618380.8659,1253154.708,243623.3705,140323.5341,385767.1035,415611.2439,104411.5573,566757.0299,344992.6908,254798.8425,314290.1607,1111130.017,301123.4758,8714.48425,11368.99934,4.42E-07,0,0,0,0,663,0,0,0,0,0,0,0,8.2,0,0,15531,1427,2658,0,1048,40491,24742,0,0,0,34382,124045,29911,61231,0,19393,0,0,18829,3298,11480,4051,37765,23.63,2.57,4.3
us,alabama,"crenshaw, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,605.3952887,0,104.4643309,43477.02761,43581.49194,47.73577009,0,3.319269818,0,131.2812264,119351.4305,17.98035559,3825.804467,0,6280.691855,48.12354793,28.55979508,20862801867,20640651662,5717628700,5656746542,1174.822042,0.001953162,4.36E-07,0.00143557,0.007637216,0.006635633,0.006462799,0.006557183,225039.5116,357868.1316,69572.44773,40072.72256,110164.9714,118687.6755,29817.20349,161850.9495,98520.86806,72763.86954,89753.03037,317309.6032,85992.97034,3171.351811,3246.688157,4.42E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5652,510,956,0,564,13717,57793,7945,0,0,15329,35424,18159,9883,0,6206,0,0,6735,1083,4141,1511,13906,10.42,0.38,0
us,alabama,"cullman, alabama",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,759.5864058,0,599.1708252,54550.40657,55149.5774,261.3350979,0,4.164671047,0,164.7178906,149749.6361,22.55986118,4800.217508,0,7880.352293,60.38037211,35.83383039,91590190641,1.80388E+11,30084550140,59251888385,8624.647723,2.77E+12,618618556.7,2.04E+12,0.043055952,0.037409381,0.036435002,0.036967103,1268694.09,2627194.976,510747.8677,294183.3768,808747.2278,871314.4234,218895.1748,1188186.272,723265.0989,534176.8534,658898.3194,2329445.183,631294.8254,17878.97277,23834.70911,626837514.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31864,4252,5645,0,2592,54052,10258,0,0,10228,94872,260056,53591,112733,141836,43008,132,3158,37054,5190,23894,7970,80406,77.32,1.26,0
us,alabama,"dale, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,567.671254,0,371.8369258,40767.84085,41139.67778,160.5626429,0,3.112435949,0,123.1006911,111914.2773,16.85994456,3587.406873,0,5889.322708,45.12482226,26.78014677,75390238490,74587472062,26211172493,25932072045,11790.77057,6.77E+11,151261387.6,4.98E+11,0.027112656,0.023556968,0.022943394,0.023278462,798906.1925,3591642.722,698244.2788,402178.5949,1105639.711,1191175.43,299251.9658,1624371.474,988776.9471,730274.0851,900781.0133,3184588.473,863044.2298,11258.52337,32584.47137,153271044.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20065,1485,5487,0,514,32447,8251,0,0,6403,39754,355523,7287,42580,34681,28450,82,824,22677,2612,12349,7716,50251,39.92,2.45,0
us,alabama,"dallas, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,997.1804759,0,312.1148512,71613.44644,71925.56129,139.0629587,0,5.467355162,0,216.2406584,196590.4237,29.6164504,6301.696743,0,10345.27921,79.26699021,47.04243752,65163694339,71920508979,19433862502,21448957073,6687.073532,7.06E+11,157616101.7,5.19E+11,0.023057581,0.020033696,0.01951189,0.019796844,679418.6528,2036981.284,396005.5712,228093.4753,627057.7482,675568.8818,169719.1789,921253.7403,560779.6463,414171.1073,510873.2151,1806122.607,489470.9968,9574.654513,18480.1116,159710187.1,0,0,0,104.2,0,0,0,0,0,0,0,0,0,0,0,17064,899,4120,39,643,39537,8456,12770,1521,7885,25585,201633,15054,59575,36138,21281,120,537,20208,3144,10653,6411,43820,34.83,2.06,0
us,alabama,"dekalb, alabama",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,773.1319835,0,524.6442202,55523.19487,56047.83909,216.2566694,0,4.238938931,0,167.6552772,152420.0963,22.96216743,4885.818987,0,8020.881302,61.45712521,36.47284911,81000010787,1.59531E+11,25576204588,50372646841,13927.00059,0.001953162,4.36E-07,0.00143557,0.036270019,0.031513389,0.030692579,0.031140817,1068738.6,4242369.911,824750.8866,475044.5693,1305957.47,1406990.393,353469.8839,1918672.096,1167921.727,862583.794,1063982.852,3761566.326,1019408.988,15061.11559,38488.06566,4.42E-07,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26842,2603,9302,0,2430,63371,35150,0,0,0,52479,419936,44191,84248,0,36563,0,0,31109,4267,20184,6658,71109,48.95,2.29,0
us,alabama,"elmore, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,675.2831502,0,604.5025012,48496.0896,49100.5921,236.7099393,0,3.70245197,0,146.4365544,133129.5626,20.05603841,4267.46184,0,7005.745602,53.67901213,31.85678638,96007168475,1.54118E+11,20259571594,32522249753,5950.620893,3.01E+11,67158468.49,2.21E+11,0.03824148,0.033226303,0.032360877,0.032833479,1126830.01,1812646.942,352393.1679,202973.3625,557999.388,601167.9525,151027.8729,819795.3453,499020.5452,368558.1193,454610.3484,1607212.912,435565.173,15879.76426,16444.88245,68050734.97,0,0,0,0,0,0,589.9,0,0,0,0,0,47,0,0,28301,2834,3072,0,663,28202,-4239,7898,4025,8803,82565,179427,14051,80679,15398,27251,114,388,32657,4356,21882,6419,79303,68.72,1.27,0
us,alabama,"escambia, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,950.9741162,0,283.3238009,68295.0936,68578.4174,115.0849248,0,5.214014282,0,206.2207133,187481.0117,28.2441127,6009.69497,0,9865.909922,75.59399505,44.86263172,57488976331,56876825194,16147740610,15975797076,6142.909122,4.76E+11,106276815.3,3.5E+11,0.019129523,0.016620783,0.016187871,0.016424281,563673.8085,1871220.774,363780.3927,209532.2391,576030.5675,620594.08,155908.1842,846286.1934,515145.8838,380467.698,469300.6168,1659148.353,449640.0161,7943.529298,16976.28201,107688807.6,0,0,0,36.4,0,0,0,0,0,0,0,0,0,0,0,14157,1243,2628,213,461,46805,-1098,10054,14959,6328,30126,185225,16625,52773,24367,17527,90,607,16486,2329,10285,3872,38319,31.18,1.42,0
us,alabama,"etowah, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,67.82252447,0,137.170146,4870.737886,5007.908032,57.11219335,0,0.371858293,0,14.70745537,13370.95856,2.014341918,428.6054449,0,703.626845,5.39128825,3.199558101,21284838392,38547942613,6226525114,11276558852,1316.914681,1.52834E+11,34106969.79,1.12202E+11,0.00705779,0.006132196,0.005972475,0.006059697,207966.0477,401151.6464,77987.11169,44919.44717,123489.229,133042.739,33423.54129,181426.5343,110436.792,81564.5303,100608.5,355687.636,96393.66735,2930.74535,3639.369322,34560114.52,0,0,16.15317075,0,0,0,0,0,0,0,0,0,0,0,0,5223.18989,409.5450061,727.8867251,0,124.8764354,2360.972288,943.7179374,0,0,1947.202607,10926.87448,39708.46987,8383.619875,17283.51994,7819.998471,6181.321426,22.61443905,178.3061541,5896.404345,673.2144549,3770.895584,1452.294306,12975.96632,12.32983949,0.129225366,17.72872618
us,alabama,"etowah, alabama",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,478.0101369,0,620.3514558,34328.74406,34949.09551,270.4430332,0,2.620840713,0,103.6574915,94237.92143,14.19699227,3020.792119,0,4959.130719,37.99755988,22.55034324,1.0079E+11,1.82536E+11,29484427745,53397822798,9281.556119,1.07717E+12,240384406.6,7.90798E+11,0.049742989,0.043219447,0.042093736,0.042708478,1465735.457,2827298.968,549649.6957,316590.2664,870346.5951,937679.309,235567.6329,1278686.147,778353.6,574863.183,709084.2343,2506870.644,679378.2816,20655.76292,25650.11317,243578150.5,0,0,113.8468292,0,0,0,0,0,0,0,0,0,0,0,0,36812.81011,2886.454994,5130.113275,0,880.1235646,16640.02771,6651.282063,0,0,13723.79739,77012.12552,279863.5301,59087.38012,121813.4801,55115.00153,43565.67857,159.3855609,1256.693846,41557.59565,4744.785545,26577.10442,10235.70569,91454.03368,86.90016051,0.910774634,124.9512738
us,alabama,"fayette, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,564.9594038,0,107.5172632,40573.0868,40680.60406,50.75797994,0,3.097567379,0,122.5126207,111379.6462,16.77940209,3570.269295,0,5861.188536,44.90925426,26.65221402,19414160110,29852773189,5265745097,8097032948,1610.988438,1.2813E+11,28641495.21,94081405141,0.008596185,0.007468839,0.007274303,0.007380537,253296.6629,490730.8528,95402.03102,54950.18857,151065.0029,162751.8604,40887.18834,221940.0037,135097.8903,99778.30545,123074.8906,435114.4973,117918.8643,3569.563519,4452.059034,29022025.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361.695014,465.0309454,1277.715083,114.6897129,316.2927239,14155.21941,714.1226657,6921.703378,5069.643717,0,7082.089774,48575.57349,0,16031.47144,6566.882079,6823.141906,0,216.8352385,7559.664906,1197.969892,4722.886538,1638.808476,15448.16672,9.685904663,0.053760803,0
us,alabama,"fayette, alabama",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,65.56622781,0,18.12039467,4708.699836,4726.820231,7.820570353,0,0.359487438,0,14.21817275,12926.13806,1.947329476,414.3467449,0,680.2188267,5.211932708,3.093116291,2991249951,4599586375,811323264.7,1247555870,186.9628759,14870086332,3323981.842,10918594859,0.000997628,0.000866794,0.000844217,0.000856547,29396.28333,56951.65117,11071.85978,6377.230927,17531.8126,18888.12803,4745.152814,25757.19378,15678.75319,11579.74725,14283.42684,50497.1084,13685.04546,414.2648362,516.6826411,3368144.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738.3049857,53.96905459,148.2849169,13.31028707,36.70727605,1642.780587,82.87733431,803.2966218,588.356283,0,821.9102264,5637.426506,0,1860.528564,762.1179212,791.8580939,0,25.16476149,877.3350936,139.0301079,548.1134619,190.1915238,1792.833276,1.124095337,0.006239197,0
us,alabama,"franklin, alabama",US/Central,SRTV (SRCE),SR_agg,SRTV (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,646.8588527,0,231.4239522,46454.77215,46686.1961,96.35273121,0,3.546606831,0,140.2726864,127525.818,19.21183135,4087.834072,0,6710.856862,51.41953296,30.51585736,36554328036,74099586652,10745232888,21781752209,5933.176325,0.001953162,4.36E-07,0.00143557,0.01660135,0.014424167,0.01404847,0.014253635,489178.2447,1807333.069,351360.1081,202378.335,556363.5824,599405.5959,150585.1265,817392.0707,497557.6394,367477.6712,453277.6334,1602501.28,434288.2901,6893.706361,16396.67339,4.42E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12286,686,4539,109,975,18008,39396,5248,3068,0,11004,178901,9677,24972,0,15176,0,0,14022,1736,8581,3705,31704,24.25,0.5,0
us,alabama,"geneva, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,568.3345156,0,197.8563045,40815.4736,41013.32991,88.57346669,0,3.116072489,0,123.2445207,112045.0369,16.87964355,3591.598364,0,5896.203736,45.17754566,26.81143643,40192324330,39764350506,9474716977,9373828787,1649.87147,1.36E+11,30329912.32,99829518688,0.014755555,0.012820438,0.012486512,0.012668867,434789.7145,502575.198,97704.66716,56276.47364,154711.1279,166680.061,41874.04696,227296.7772,138358.631,102186.5679,126045.4425,445616.4787,120764.9698,6127.24023,4559.514523,30732875.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10920,861,1348,0,1103,55217,11775,0,0,5011,16177,49748,22936,20937,6954,10284,68,234,12687,1767,8171,2749,26790,14.94,3.93,0
us,alabama,"greene, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,644.4492989,0,64.96610664,46281.72779,46346.6939,34.20122668,0,3.533395695,0,139.7501697,127050.7835,19.14026714,4072.606861,0,6685.858872,51.22799483,30.40218558,13450607378,14845299035,3224518044,3558867884,497.8998226,1E+11,22378886.99,73659082598,0.005086072,0.00441906,0.004303959,0.004366814,149867.0774,151667.6338,29485.40983,16983.16915,46688.87521,50300.8715,12636.79076,68593.84328,41754.00271,30837.96221,38038.11667,134478.5759,36444.57045,2111.990131,1375.974743,22676212.57,0,0,497,0,0,740,0,0,0,0,0,0,0,0,0,3764,175,328,0,347,11346,7263,0,0,0,4964,15013,0,4493,5131,3531,0,77,5007,1243,2742,1022,9045,6.78,0.2,386.14
us,alabama,"hale, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,662.0583049,0,113.6523424,47546.33499,47659.98734,52.72000683,0,3.629942602,0,143.5687192,130522.3335,19.66325798,4183.887234,0,6868.544041,52.6277544,31.23289836,23436326391,25866435900,5129458469,5661331323,1272.259575,1.2E+11,26722946.9,87957357061,0.008476337,0.007364708,0.007172884,0.007277637,249765.1904,387549.0421,75342.65582,43396.27888,119301.8471,128531.4083,32290.18633,175274.5631,106692.0037,78798.76816,97196.97807,343626.6655,93125.06573,3519.796517,3515.962373,27077987.61,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,6273,421,927,10,550,20475,12227,8905,485,0,10462,38362,0,8666,6127,5617,0,168,7655,1382,4836,1437,15760,14.94,0.1,0
us,alabama,"henry, alabama",US/Central,SRSO (SRSE),SR_agg,SRSO (egrid with wecc detail),SERC_STV,east south central,south,PADD 3 (Gulf Coast),eastern interconnection,gulf coast (o&g producing region),3A,Alabama 3A,unspecified utility,us (north america),unspecified building climate zone,unspecified forecast climate zone,unspecified gas utility,unspecified VISION Region,553.3530643,0,125.8275531,39739.5667,39865.39425,60.76087494,0,3.033931977,0,119.9957619,109091.4995,16.43469159,3496.922861,0,5740.778213,43.98665336,26.10467973,25957730318,25681328560,6298051851,6230989262,1597.272448,3.41E+11,76090832.66,2.5E+11,0.009450582,0.008211185,0.007997314,0.008114107,278472.46,486552.7596,94589.77607,54482.34147,149778.8322,161366.1875,40539.07392,220050.4017,133947.6639,98928.79078,122027.0282,431409.923,116914.9006,3924.351481,4414.154106,77101774.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6994,660,1065,0,509,56660,-2362,0,0,3898,29669,48162,7296,10149,17446,6836,42,402,8891,1897,5486,1508,17302,12.85,2.94,0
